sample	ID	Region	Identity	Product	Organism
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001444: 3281-14045	0.4305789495624038	['Other (shikimate derived)']	Streptomyces sp. NTK 937
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0002276: 0-3813	0.439092707621434	['NRP']	Aspergillus nidulans FGSC A4
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0002429: 0-14296	0.4204663312331509	['Terpene', 'Polyketide']	Colletotrichum higginsianum IMI 349063
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0000894: 395-43446	0.43661051865630257	['Other']	Monascus aurantiacus
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001264: 8442-40380	0.4321514790331078	['Polyketide']	Phoma betae
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0000509: 4195-15261	0.43526281671361733	['RiPP']	Staphylococcus epidermidis
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0002138: 0-9694	0.4462067390357758	['Polyketide']	Streptomyces albireticuli NRRL B-1670
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0002229: 510-22108	0.4329334544275063	['Polyketide']	Aspergillus aculeatus ATCC 16872
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0000188: 0-37455	0.4329334544275063	['Alkaloid']	Cylindrospermopsis raciborskii T3
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001002: 1-13261	0.444725481882478	['NRP', 'Polyketide']	Streptomyces roseoverticillatus
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001736: 2389-12888	0.4253846627454299	['NRP']	Photorhabdus laumondii subsp. laumondii TTO1
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0000219: 2-24201	0.4549327953351728	['Polyketide', 'Saccharide']	Streptomyces olivaceus
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001760: 0-29094	0.4249795215257659	['NRP']	Streptomyces rimosus subsp. rimosus ATCC 10970
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001476: 219-17038	0.4531360982243906	['Other (Nucleoside)']	Streptomyces sp.
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0000391: 0-14231	0.44022960565508285	['NRP']	Marinactinospora thermotolerans
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0002213: 0-33851	0.44173723294832024	['Polyketide']	Punctularia strigosozonata HHB-11173 SS5
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001735: 0-39550	0.43371263676379795	['Other']	Streptomyces antibioticus
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0002218: 3-22615	0.444725481882478	['Terpene']	Dentipellis sp. KUC8613
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001605: 0-9118	0.44286195759743435	['Terpene']	Sinorhizobium fredii NGR234
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001723: 128-10733	0.429391844967733	['Polyketide']	Streptomyces antibioticus
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001893: 155-19434	0.4175370907392536	['Other']	Botrytis cinerea B05.10
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001098: 0-41599	0.4406073844828075	['NRP', 'Polyketide']	Bacillus subtilis
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001940: 1-19375	0.43718568313530165	['Polyketide']	Pyxidicoccus fallax
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001090: 0-44647	0.43947227253786675	['NRP', 'Polyketide']	Bacillus velezensis FZB42
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0000160: 0-27093	0.44211270367206834	['Polyketide']	Aspergillus terreus NIH2624
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001909: 2476-67696	0.4469442853000438	['Polyketide']	Strobilurus tenacellus
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0000248: 558-25921	0.45385602955748333	['Polyketide']	Streptomyces arenae DSM 40737
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0002008: 0-15251	0.43718568313530165	['Other']	Xenorhabdus doucetiae
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0002081: 1-20404	0.4281979372493362	['Polyketide']	Streptomyces sp. Tue6314
BGG_OOSDC	NODE_43_length_121498_cov_23.8	BGC0001575: 1174-29972	0.4491450399371519	['NRP']	Ruminococcus sp. 5_1_39BFAA
BGG_OOSDC	NODE_44_length_121316_cov_18.3	BGC0002116: 0-6188	0.4846231851913702	['RiPP']	Photorhabdus khanii HGB 1456
BGG_OOSDC	NODE_44_length_121316_cov_18.3	BGC0001526: 0-14417	0.46966955189988235	['Other']	Synechocystis salina LEGE 06099
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0002406: 621-194635	0.5060025940174069	['Other']	Oryza sativa Japonica Group
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001868: 0-11041	0.4899879740131614	['Other (Phenazine)']	Xenorhabdus szentirmaii DSM 16338
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000728: 151-18855	0.5126911390900037	['Saccharide']	Klebsiella pneumoniae subsp. ozaenae
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000729: 151-18871	0.5126911390900037	['Saccharide']	Klebsiella pneumoniae
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000791: 0-12875	0.5157130564115789	['Saccharide']	Cronobacter sakazakii
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000813: 0-20300	0.43947227253786675	['Alkaloid']	Nonomuraea longicatena
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000732: 151-20553	0.5126911390900037	['Saccharide']	Raoultella planticola
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001400: 30-15436	0.5541627976098892	['Polyketide']	Aspergillus terreus NIH2624
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000733: 151-20552	0.513361887506265	['Saccharide']	Klebsiella pneumoniae
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0002362: 1-24294	0.478887797246325	['Polyketide']	Micromonospora endolithica
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001285: 8-22479	0.4491450399371519	['Other (Fatty acid)']	Pseudomonas putida
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001588: 0-24399	0.4748099273439222	['Saccharide']	Burkholderia pseudomallei 1026b
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0002619: 0-42148	0.49699967593699984	['Polyketide']	Penicillium brevicompactum
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001517: 8989-24405	0.49599923173446997	['NRP']	Aspergillus terreus NIH2624
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000730: 151-21786	0.513361887506265	['Saccharide']	Klebsiella pneumoniae
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000731: 151-19654	0.513361887506265	['Saccharide']	Klebsiella pneumoniae
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000460: 0-23711	0.5036672583940693	['NRP']	Vibrio vulnificus CMCP6
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001380: 265-19466	0.4754915247094904	['Saccharide']	Agrobacterium sp. ZX09
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001589: 0-31282	0.46132020344314073	['Saccharide']	Burkholderia cenocepacia J2315
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0002002: 0-14395	0.5040007682655301	['NRP']	Serratia fonticola
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001765: 0-24349	0.4754915247094904	['Saccharide']	Agrobacterium tumefaciens
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0002571: 103-67235	0.44173723294832024	['NRP']	Pseudomonas syringae pv. tomato str. DC3000
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000767: 708-22961	0.4406073844828075	['Saccharide']	Lactobacillus johnsonii
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000788: 204-21355	0.5147047031117964	['Saccharide']	Salmonella enterica subsp. salamae serovar Greenside
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000454: 24-19884	0.49766651420429225	['NRP']	Vibrio anguillarum RV22
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000814: 2-44341	0.43947227253786675	['Alkaloid']	Nonomuraea longicatena
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000934: 146-25006	0.4321514790331078	['Other (Phenazine)']	Kitasatospora sp. HKI 714
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0002025: 147-78549	0.4567193232509079	['NRP', 'Polyketide']	Jahnella sp. MSr9139
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000766: 890-34709	0.4406073844828075	['Saccharide']	Lactobacillus johnsonii
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000392: 0-27717	0.5	['NRP']	Actinosynnema mirum DSM 43827
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0002533: 0-35151	0.4906568918232745	['NRP', 'Polyketide']	Photobacterium damselae subsp. piscicida DI21
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001413: 6-51999	0.49933332977774364	['NRP']	Cystobacter sp. Cbv34
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001838: 118-30958	0.4641225769357183	['NRP']	Pseudomonas putida
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0002122: 2491-54939	0.41021738890123133	['NRP']	Aneurinibacillus migulanus
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000344: 1-70488	0.43487627984853067	['NRP']	Pseudomonas entomophila L48
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001193: 71-40556	0.5060025940174069	['NRP']	Saccharothrix algeriensis
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001417: 0-34448	0.43487627984853067	['NRP', 'Polyketide']	Cystobacterineae bacterium
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001093: 187-84314	0.45421536491367837	['NRP', 'Polyketide']	Sorangium cellulosum
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001414: 836-66105	0.4179584181749426	['NRP']	Streptomyces muensis
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000268: 497-77076	0.43718568313530165	['Polyketide']	Streptomyces sp. SCC 2136
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000080: 1-67322	0.45867334682722816	['Polyketide']	Sorangium cellulosum
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000014: 0-99912	0.4836140748327623	['Polyketide']	Sorangium cellulosum
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000198: 0-38025	0.4396618294055056	['Polyketide', 'Saccharide']	Salinispora arenicola CNB527
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0002501: 0-53110	0.541149573070921	['Alkaloid']	Penicillium steckii
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0002087: 550-79953	0.4183787764709534	['NRP', 'Polyketide']	Burkholderia gladioli 238
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000834: 0-23218	0.4277984248471682	['Saccharide', 'Other (Aminocoumarin)']	Streptomyces niveus
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001433: 0-68295	0.4731022173114124	['Polyketide']	Streptomyces argillaceus
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000119: 1-86350	0.44398169496216755	['Polyketide', 'Saccharide']	Streptomyces pactum
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0001448: 0-72298	0.45349627535805154	['NRP']	uncultured bacterium
BGG_OOSDC	NODE_45_length_121132_cov_31.7	BGC0000833: 0-37834	0.43371263676379795	['Saccharide', 'Other (Aminocoumarin)']	Streptomyces rishiriensis
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001137: 0-18476	0.4158419130427998	['Alkaloid']	Marinactinospora thermotolerans
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002476: 0-10330	0.4171147854046615	['NRP']	Escherichia coli str. K-12 substr. MG1655
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001831: 1-6152	0.44022960565508285	['Polyketide']	Myxococcus xanthus DK 1622
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001897: 3-16597	0.45885042692907896	['Polyketide']	Burkholderia ambifaria IOP40-10
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000892: 0-13187	0.46132020344314073	['Other']	Burkholderia gladioli BSR3
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001458: 100-11195	0.44323575087389755	['Other (Aminocoumarin)']	Salinispora tropica CNB-440
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002656: 1710-32172	0.4379503548003344	['Polyketide']	Streptacidiphilus oryzae TH49
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001343: 61-19132	0.4379503548003344	['Polyketide']	Stigmatella aurantiaca Sg a15
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000375: 0-9457	0.40889282963454704	['NRP']	Streptomyces chromofuscus
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002347: 392-13440	0.4187981742969395	['Alkaloid']	Actinoalloteichus cyanogriseus
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000589: 0-8421	0.4265951619267079	['RiPP']	Escherichia coli Nissle 1917
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001514: 0-37469	0.46026383043960484	['Other']	Streptomyces citricolor
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000586: 254-13092	0.42978829354292214	['RiPP']	Klebsiella pneumoniae RYC492
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002494: 273-12179	0.4281979372493362	['NRP']	Vibrio cholerae
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001164: 0-8328	0.4836140748327623	['Polyketide']	Cyanothece sp. PCC 7822
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000880: 0-11994	0.43947227253786675	['Other (Nucleoside)']	Streptomyces chartreusis NRRL 3882
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001160: 0-8163	0.4822667160909362	['Polyketide']	Synechococcus sp. PCC 7002
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002591: 0-20232	0.41283595373477605	['Polyketide', 'Terpene']	Streptomyces sp.
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001636: 2807-73774	0.41626720554579544	['NRP']	Curvularia clavata
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002518: 0-10561	0.41326854053120765	['NRP']	Pseudomonas sp. SZ57
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002553: 0-14110	0.4171147854046615	['Other']	Rathayibacter iranicus
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002710: 0-33332	0.4476798264873184	['NRP']	Metarhizium robertsii ARSEF 23
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000243: 338-14804	0.444725481882478	['Polyketide']	Streptomyces griseus subsp. griseus
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001940: 1-19375	0.4179584181749426	['Polyketide']	Pyxidicoccus fallax
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000554: 0-6546	0.44286195759743435	['RiPP']	Streptomyces filamentosus NRRL 15998
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000616: 0-4173	0.436802399719611	['RiPP']	Bacillus velezensis FZB42
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002382: 465-15791	0.436802399719611	['RiPP']	Grimontia marina
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002630: 0-4291	0.4364184770780596	['RiPP']	Lysobacter antibioticus
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000019: 339-17245	0.4329334544275063	['Polyketide']	Streptomyces eurythermus
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000895: 2-11180	0.4285966735399661	['Other']	Lactobacillus plantarum subsp. plantarum
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000762: 227-20766	0.4249795215257659	['Saccharide']	Rhizobium leguminosarum bv. viciae
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001222: 137-3363	0.4229411726000467	['RiPP']	Lactobacillus acidophilus
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000491: 370-3596	0.4229411726000467	['RiPP']	Lactobacillus gasseri
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001465: 0-12220	0.40933550912807887	['Other']	Marinomonas mediterranea MMB-1
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000258: 2-24341	0.43871253664578047	['Polyketide']	Serratia sp.
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000393: 0-47918	0.4679438051300758	['NRP', 'Polyketide']	Myxococcus xanthus DK 1622
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001743: 0-3047	0.4154156066805986	['RiPP']	Lactobacillus plantarum
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001238: 107-6955	0.41455991536812	['Other']	Aspergillus nidulans
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001239: 107-6956	0.41455991536812	['Other']	Aspergillus nidulans
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001925: 0-20488	0.43429521996964415	['Alkaloid']	Streptomyces sp.
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000623: 115-2792	0.41283595373477605	['RiPP']	Lactobacillus plantarum
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002150: 0-3220	0.41240228636695425	['RiPP']	Streptomyces triculaminicus
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002151: 0-3226	0.41240228636695425	['RiPP']	Streptomyces griseocarneus
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002701: 0-9977	0.41240228636695425	['RiPP']	Paenibacillus thiaminolyticus
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001972: 267-32147	0.45385602955748333	['Other']	Streptomyces hiroshimensis
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001684: 0-4789	0.45205298792470316	['Other']	Klebsiella variicola
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0002694: 0-16770	0.420881053711368	['Other']	Phaeobacter inhibens 2.10
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000948: 0-2463	0.4476798264873184	['Other']	Bacteroides fragilis NCTC 9343
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0000509: 4195-15261	0.41196752847951973	['RiPP']	Staphylococcus epidermidis
BGG_OOSDC	NODE_60_length_109868_cov_16.7	BGC0001927: 0-27705	0.43018399288437476	['Other']	Streptomyces sp.
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0000633: 0-14284	0.4333233916573239	['Terpene']	Streptomyces avermitilis
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0001456: 0-9777	0.4406073844828075	['Terpene']	Streptomyces argillaceus
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0002597: 0-36795	0.4149882772311155	['NRP', 'Polyketide']	Nodularia sp. LEGE 06071
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0001704: 0-37663	0.41196752847951973	['Other']	Nodularia sp. HBU26
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0001731: 2271-63266	0.4137000565967187	['Other']	Streptomyces paulus
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0001732: 2271-63281	0.4137000565967187	['Other']	Streptomyces sp. YN86
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0002327: 0-43721	0.4253846627454299	['NRP']	Burkholderia gladioli
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0001783: 55-63934	0.42211979182415743	['Other']	Streptomyces flocculus
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0001335: 0-26123	0.41963412277761947	['Alkaloid']	uncultured bacterium
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0000128: 0-32701	0.40844897594432417	['Polyketide']	Pseudomonas sp. M18
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0002336: 851-52926	0.4261924757145468	['NRP']	Burkholderia gladioli
BGG_OOSDC	NODE_67_length_106744_cov_23.0	BGC0001875: 0-64536	0.41283595373477605	['Polyketide']	Nocardia arthritidis AUSMDU00012717 Unclassified.
